Vocabulary,Segmented Vocabulary,Telex Combination
bươn tới,bươn_tới,buwown_towsi
bương,bương,buwowng
bương bướng,bương_bướng,buwowng_buwowsng
bướng,bướng,buwowsng
bướng bỉnh,bướng_bỉnh,buwowsng_birnh
bướp,bướp,buwowsp
bươu,bươu,buwowu
bướu,bướu,buwowsu
bướu cổ,bướu_cổ,buwowsu_coor
bướu giáp,bướu_giáp,buwowsu_giasp
bướu gù,bướu_gù,buwowsu_guf
bướu khí,bướu_khí,buwowsu_khis
bứt,bứt,buwst
bứt lên,bứt_lên,buwst_leen
bứt rứt,bứt_rứt,buwst_ruwst
bứt tóc,bứt_tóc,buwst_tosc
bựt,bựt,buwjt
bưu ảnh,bưu_ảnh,buwu_arnh
bưu chánh,bưu_chánh,buwu_chasnh
bưu chính,bưu_chính,buwu_chisnh
bưu cục,bưu_cục,buwu_cujc
bưu điện,bưu_điện,buwu_ddieejn
bưu kí,bưu_kí,buwu_kis
bưu kiện,bưu_kiện,buwu_kieejn
bưu phẩm,bưu_phẩm,buwu_phaarm
bưu phí,bưu_phí,buwu_phis
bưu phiếu,bưu_phiếu,buwu_phieesu
bưu tá,bưu_tá,buwu_tas
bưu thiếp,bưu_thiếp,buwu_thieesp
bưu vụ,bưu_vụ,buwu_vuj
bửu bối,bửu_bối,buwru_boosi
bửu đảo,bửu_đảo,buwru_ddaro
bửu hoà,bửu_hoà,buwru_hoaf
bửu long,bửu_long,buwru_long
bửu vật,bửu_vật,buwru_vaajt
byte,byte,byte
"c, c","c,_c","c,_c"
c,c,c
c,c,c
c,c,c
c,c,c
c.i.f,c.i.f,c.i.f
ca,ca,ca
ca,ca,ca
ca,ca,ca
ca-bi-nê,ca-bi-nê,ca-bi-nee
ca-bin,ca-bin,ca-bin
ca bin,ca_bin,ca_bin
ca ca,ca_ca,ca_ca
ca cách,ca_cách,ca_casch
ca-cao,ca-cao,ca-cao
ca cao,ca_cao,ca_cao
ca cẩm,ca_cẩm,ca_caarm
ca-chiu-sa,ca-chiu-sa,ca-chiu-sa
ca công,ca_công,ca_coong
ca công tụng đức,ca_công_tụng_đức,ca_coong_tujng_dduwsc
ca củm,ca_củm,ca_curm
ca dao,ca_dao,ca_dao
ca-dong,ca-dong,ca-dong
ca-đi-mi,ca-đi-mi,ca-ddi-mi
ca-đô,ca-đô,ca-ddoo
ca hát,ca_hát,ca_hast
ca huế,ca_huế,ca_huees
ca kệ,ca_kệ,ca_keej
ca kheo,ca_kheo,ca_kheo
ca khúc,ca_khúc,ca_khusc
ca khúc khải hoàn,ca_khúc_khải_hoàn,ca_khusc_khari_hoafn
ca-ki,ca-ki,ca-ki
ca kĩ,ca_kĩ,ca_kix
ca kịch,ca_kịch,ca_kijch
ca kiết,ca_kiết,ca_kieest
ca kỹ,ca_kỹ,ca_kyx
ca la thầu,ca_la_thầu,ca_la_thaafu
ca-la-thầu,ca-la-thầu,ca-la-thaafu
ca lâu,ca_lâu,ca_laau
ca lâu tửu quán,ca_lâu_tửu_quán,ca_laau_tuwru_quasn
ca-li,ca-li,ca-li
ca-li-cô,ca-li-cô,ca-li-coo
ca-li-fo-ni,ca-li-fo-ni,ca-li-fo-ni
ca-li-tê,ca-li-tê,ca-li-tee
ca-líp,ca-líp,ca-lisp
ca-lo,ca-lo,ca-lo
ca long,ca_long,ca_long
ca-lô,ca-lô,ca-loo
ca lô,ca_lô,ca_loo
ca-me-ra,ca-me-ra,ca-me-ra
ca-men,ca-men,ca-men
ca-mê-ra,ca-mê-ra,ca-mee-ra
ca-mi-nhông,ca-mi-nhông,ca-mi-nhoong
ca-mi-ông,ca-mi-ông,ca-mi-oong
ca mổ,ca_mổ,ca_moor
ca múa,ca_múa,ca_musa
ca múa nhạc,ca_múa_nhạc,ca_musa_nhajc
ca-na-pê,ca-na-pê,ca-na-pee
ca ngâm,ca_ngâm,ca_ngaam
ca ngợi,ca_ngợi,ca_ngowji
ca nhạc,ca_nhạc,ca_nhajc
ca nhi,ca_nhi,ca_nhi
ca-níp,ca-níp,ca-nisp
ca-nô,ca-nô,ca-noo
ca nô,ca_nô,ca_noo
ca-nông,ca-nông,ca-noong
ca nông,ca_nông,ca_noong
ca nương,ca_nương,ca_nuwowng
ca-phê-in,ca-phê-in,ca-phee-in
ca-pô,ca-pô,ca-poo
ca-pốt,ca-pốt,ca-poost
ca-ra,ca-ra,ca-ra
ca ra bộ,ca_ra_bộ,ca_ra_booj
ca-ra-te,ca-ra-te,ca-ra-te
ca-rê,ca-rê,ca-ree
ca-ri,ca-ri,ca-ri
ca ri,ca_ri,ca_ri
ca-rô,ca-rô,ca-roo
ca rô,ca_rô,ca_roo
ca-rô-ten,ca-rô-ten,ca-roo-ten
ca-sê,ca-sê,ca-see
ca si nô,ca_si_nô,ca_si_noo
ca sĩ,ca_sĩ,ca_six
ca-sô,ca-sô,ca-soo
ca-ta-lô,ca-ta-lô,ca-ta-loo
ca-tang,ca-tang,ca-tang
ca thán,ca_thán,ca_thasn
ca thành,ca_thành,ca_thafnh
ca-ti-on,ca-ti-on,ca-ti-on
ca-ti-ôn,ca-ti-ôn,ca-ti-oon
ca-tốt,ca-tốt,ca-toost
ca trù,ca_trù,ca_truf
ca tu,ca_tu,ca_tu
ca tụng,ca_tụng,ca_tujng
ca từ,ca_từ,ca_tuwf
ca-vát,ca-vát,ca-vast
ca vát,ca_vát,ca_vast
ca ve,ca_ve,ca_ve
ca-vét,ca-vét,ca-vest
ca vịnh,ca_vịnh,ca_vijnh
ca vũ,ca_vũ,ca_vux
ca vũ kịch,ca_vũ_kịch,ca_vux_kijch
ca vũ nhạc,ca_vũ_nhạc,ca_vux_nhajc
ca xướng,ca_xướng,ca_xuwowsng
cà,cà,caf
cà bát,cà_bát,caf_bast
cà bung,cà_bung,caf_bung
cà chớn,cà_chớn,caf_chowsn
cà chớp,cà_chớp,caf_chowsp
cà chu,cà_chu,caf_chu
cà chua,cà_chua,caf_chua
cà cộ,cà_cộ,caf_cooj
cà cỡn,cà_cỡn,caf_cowxn
cà cuống,cà_cuống,caf_cuoosng
cà cuống chết đến đít còn cay,cà_cuống_chết_đến_đít_còn_cay,caf_cuoosng_cheest_ddeesn_ddist_cofn_cay
cà cuống lội ngược,cà_cuống_lội_ngược,caf_cuoosng_looji_nguwowjc
cà cưa,cà_cưa,caf_cuwa
cà cưỡng,cà_cưỡng,caf_cuwowxng
cà dái dê,cà_dái_dê,caf_dasi_dee
cà dại,cà_dại,caf_daji
cà dừa,cà_dừa,caf_duwfa
cà dy,cà_dy,caf_dy
cà độc dược,cà_độc_dược,caf_ddoojc_duwowjc
cà gai,cà_gai,caf_gai
cà ghém,cà_ghém,caf_ghesm
cà ghim,cà_ghim,caf_ghim
cà gỉ,cà_gỉ,caf_gir
cà kê,cà_kê,caf_kee
cà kê dê ngỗng,cà_kê_dê_ngỗng,caf_kee_dee_ngooxng
cà kếu,cà_kếu,caf_keesu
cà khẳng cà kheo,cà_khẳng_cà_kheo,caf_khawrng_caf_kheo
cà kheo,cà_kheo,caf_kheo
cà khêu,cà_khêu,caf_kheeu
cà khịa,cà_khịa,caf_khija
cà khổ,cà_khổ,caf_khoor
cà là gỉ,cà_là_gỉ,caf_laf_gir
cà là khổ,cà_là_khổ,caf_laf_khoor
cà là mèng,cà_là_mèng,caf_laf_mefng
cà lăm,cà_lăm,caf_lawm
cà lăm cà lắp,cà_lăm_cà_lắp,caf_lawm_caf_lawsp
cà lăm cà lặp,cà_lăm_cà_lặp,caf_lawm_caf_lawjp
cà lồ,cà_lồ,caf_loof
cà lơ,cà_lơ,caf_low
cà lơ thất thểu,cà_lơ_thất_thểu,caf_low_thaast_theeru
cà lúi,cà_lúi,caf_lusi
cà mau,cà_mau,caf_mau
cà-mèn,cà-mèn,caf-mefn
cà mèn,cà_mèn,caf_mefn
cà mèng,cà_mèng,caf_mefng
cà na,cà_na,caf_na
cà ná,cà_ná,caf_nas
cà nàng,cà_nàng,caf_nafng
cà nhắc,cà_nhắc,caf_nhawsc
cà nhom,cà_nhom,caf_nhom
cà niễng,cà_niễng,caf_nieexng
cà ổi,cà_ổi,caf_oori
cà pháo,cà_pháo,caf_phaso
cà-phê,cà-phê,caf-phee
cà-phê,cà-phê,caf-phee
cà phê,cà_phê,caf_phee
cà phê chè,cà_phê_chè,caf_phee_chef
cà phê đen,cà_phê_đen,caf_phee_dden
cà phê mít,cà_phê_mít,caf_phee_mist
cà-phê sữa,cà-phê_sữa,caf-phee_suwxa
cà phê sữa,cà_phê_sữa,caf_phee_suwxa
cà-phê vối,cà-phê_vối,caf-phee_voosi
cà phê vối,cà_phê_vối,caf_phee_voosi
cà rà,cà_rà,caf_raf
cà rá,cà_rá,caf_ras
cà ràng,cà_ràng,caf_rafng
cà răng căng tai,cà_răng_căng_tai,caf_rawng_cawng_tai
cà-rem,cà-rem,caf-rem
cà-ri,cà-ri,caf-ri
cà rịch cà tang,cà_rịch_cà_tang,caf_rijch_caf_tang
cà riềng,cà_riềng,caf_rieefng
cà riềng cà tỏi,cà_riềng_cà_tỏi,caf_rieefng_caf_tori
cà ròn,cà_ròn,caf_rofn
cà roòng,cà_roòng,caf_roofng
cà-rốt,cà-rốt,caf-roost
cà-rốt,cà-rốt,caf-roost
cà rốt,cà_rốt,caf_roost
cà rỡn,cà_rỡn,caf_rowxn
cà rùng,cà_rùng,caf_rufng
cà sa,cà_sa,caf_sa
cà tàng,cà_tàng,caf_tafng
cà thọt,cà_thọt,caf_thojt
cà ti,cà_ti,caf_ti
cà tím,cà_tím,caf_tism
cà tong,cà_tong,caf_tong
cà tong cà teo,cà_tong_cà_teo,caf_tong_caf_teo
cà trắng,cà_trắng,caf_trawsng
cà trớn,cà_trớn,caf_trowsn
cà tưng,cà_tưng,caf_tuwng
cà tửng,cà_tửng,caf_tuwrng
cà-vạt,cà-vạt,caf-vajt
cà vạt,cà_vạt,caf_vajt
cà vung,cà_vung,caf_vung
cà xóc,cà_xóc,caf_xosc
cả,cả,car
cả bè đè cây nứa,cả_bè_đè_cây_nứa,car_bef_ddef_caay_nuwsa
cả bì,cả_bì,car_bif
cả cả,cả_cả,car_car
cả cái,cả_cái,car_casi
cả cái dù che không được cái cán,cả_cái_dù_che_không_được_cái_cán,car_casi_duf_che_khoong_dduwowjc_casi_casn
cả cây nây buồng,cả_cây_nây_buồng,car_caay_naay_buoofng
cả chài lẫn chì,cả_chài_lẫn_chì,car_chafi_laaxn_chif
cả chì lẫn chài,cả_chì_lẫn_chài,car_chif_laaxn_chafi
cả cười,cả_cười,car_cuwowfi
cả dạ,cả_dạ,car_daj
cả đàn cả lũ,cả_đàn_cả_lũ,car_ddafn_car_lux
cả đến,cả_đến,car_ddeesn
cả gan,cả_gan,car_gan
cả ghen,cả_ghen,car_ghen
cả giận,cả_giận,car_giaajn
cả giận mất khôn,cả_giận_mất_khôn,car_giaajn_maast_khoon
cả gió tắt đuốc,cả_gió_tắt_đuốc,car_gios_tawst_dduoosc
cả gói,cả_gói,car_gosi
cả hơi,cả_hơi,car_howi
cả kêu,cả_kêu,car_keeu
cả lo,cả_lo,car_lo
cả lò,cả_lò,car_lof
cả lửa,cả_lửa,car_luwra
cả mùi,cả_mùi,car_mufi
cả mừng,cả_mừng,car_muwfng
cả nể,cả_nể,car_neer
cả nghe,cả_nghe,car_nghe
cả nghĩ,cả_nghĩ,car_nghix
cả nhà cả ổ,cả_nhà_cả_ổ,car_nhaf_car_oor
"cả nhà được ăn, một thân chịu tội","cả_nhà_được_ăn,_một_thân_chịu_tội","car_nhaf_dduwowjc_awn,_moojt_thaan_chiju_tooji"
cả quẫy,cả_quẫy,car_quaaxy
cả quyết,cả_quyết,car_quyeest
cả sóng ngã tay chèo,cả_sóng_ngã_tay_chèo,car_sosng_ngax_tay_chefo
cả sông đông chợ,cả_sông_đông_chợ,car_soong_ddoong_chowj
cả sợ,cả_sợ,car_sowj
cả thảy,cả_thảy,car_thary
cả thẹn,cả_thẹn,car_thejn
cả thể,cả_thể,car_theer
cả thuyền to sóng,cả_thuyền_to_sóng,car_thuyeefn_to_sosng
cả tiếng,cả_tiếng,car_tieesng
cả tiếng dài hơi,cả_tiếng_dài_hơi,car_tieesng_dafi_howi
cả tin,cả_tin,car_tin
cả vốn lớn lãi,cả_vốn_lớn_lãi,car_voosn_lowsn_laxi
cả vú lấp miệng em,cả_vú_lấp_miệng_em,car_vus_laasp_mieejng_em
cả vú to hông,cả_vú_to_hông,car_vus_to_hoong
cá,cá,cas
cá anh vũ,cá_anh_vũ,cas_anh_vux
cá bạc,cá_bạc,cas_bajc
cá bạc má,cá_bạc_má,cas_bajc_mas
cá bẹ,cá_bẹ,cas_bej
cá bể chim ngàn,cá_bể_chim_ngàn,cas_beer_chim_ngafn
cá biệt,cá_biệt,cas_bieejt
cá biệt hoá,cá_biệt_hoá,cas_bieejt_hoas
cá bò,cá_bò,cas_bof
cá bỗng,cá_bỗng,cas_booxng
cá bống,cá_bống,cas_boosng
cá bống mú,cá_bống_mú,cas_boosng_mus
cá bột,cá_bột,cas_boojt
cá bơn,cá_bơn,cas_bown
cá bớp,cá_bớp,cas_bowsp
cá cả lợn lớn,cá_cả_lợn_lớn,cas_car_lowjn_lowsn
cá cả ở vực sâu,cá_cả_ở_vực_sâu,cas_car_owr_vuwjc_saau
cá cắn câu,cá_cắn_câu,cas_cawsn_caau
cá cắn câu biết đâu mà gỡ,cá_cắn_câu_biết_đâu_mà_gỡ,cas_cawsn_caau_bieest_ddaau_maf_gowx
cá căng,cá_căng,cas_cawng
cá cấn,cá_cấn,cas_caasn
cá chạch,cá_chạch,cas_chajch
cá chai,cá_chai,cas_chai
cá chát,cá_chát,cas_chast
cá chày,cá_chày,cas_chafy
cá cháy,cá_cháy,cas_chasy
cá chẳng ăn muối cá ươn,cá_chẳng_ăn_muối_cá_ươn,cas_chawrng_awn_muoosi_cas_uwown
cá chẳng bén câu,cá_chẳng_bén_câu,cas_chawrng_besn_caau
cá chậu chim lồng,cá_chậu_chim_lồng,cas_chaaju_chim_loofng
cá chẽm,cá_chẽm,cas_chexm
cá chẻng,cá_chẻng,cas_cherng
cá chép,cá_chép,cas_chesp
cá chép hoá long,cá_chép_hoá_long,cas_chesp_hoas_long
cá chép hoá rồng,cá_chép_hoá_rồng,cas_chesp_hoas_roofng
cá chết vì mồi,cá_chết_vì_mồi,cas_cheest_vif_moofi
cá chi chi,cá_chi_chi,cas_chi_chi
cá chỉ vàng,cá_chỉ_vàng,cas_chir_vafng
cá chiên,cá_chiên,cas_chieen
cá chim,cá_chim,cas_chim
cá chình,cá_chình,cas_chifnh
cá chình điện,cá_chình_điện,cas_chifnh_ddieejn
cá chó,cá_chó,cas_chos
cá chọi,cá_chọi,cas_choji
cá chuối,cá_chuối,cas_chuoosi
cá chuối đắm đuối vì con,cá_chuối_đắm_đuối_vì_con,cas_chuoosi_ddawsm_dduoosi_vif_con
cá chuồn,cá_chuồn,cas_chuoofn
cá cóc,cá_cóc,cas_cosc
cá cờ,cá_cờ,cas_cowf
cá cơm,cá_cơm,cas_cowm
cá cúi,cá_cúi,cas_cusi
cá cược,cá_cược,cas_cuwowjc
cá diếc,cá_diếc,cas_dieesc
cá dưa,cá_dưa,cas_duwa
cá đã cắn câu,cá_đã_cắn_câu,cas_ddax_cawsn_caau
cá đao,cá_đao,cas_ddao
cá đé,cá_đé,cas_ddes
cá đòng đong,cá_đòng_đong,cas_ddofng_ddong
cá độ,cá_độ,cas_ddooj
cá đối,cá_đối,cas_ddoosi
cá đối bằng đầu,cá_đối_bằng_đầu,cas_ddoosi_bawfng_ddaafu
cá đồng,cá_đồng,cas_ddoofng
cá đuôi cờ,cá_đuôi_cờ,cas_dduooi_cowf
cá đuối,cá_đuối,cas_dduoosi
cá gáy,cá_gáy,cas_gasy
cá gặp nước rồng gặp mây,cá_gặp_nước_rồng_gặp_mây,cas_gawjp_nuwowsc_roofng_gawjp_maay
cá giếc,cá_giếc,cas_gieesc
cá giống,cá_giống,cas_gioosng
cá gỗ,cá_gỗ,cas_goox
cá hàng chài,cá_hàng_chài,cas_hafng_chafi
cá hanh,cá_hanh,cas_hanh
cá he,cá_he,cas_he
cá hẻn,cá_hẻn,cas_hern
cá heo,cá_heo,cas_heo
cá hét,cá_hét,cas_hest
cá hoá rồng,cá_hoá_rồng,cas_hoas_roofng
cá hố,cá_hố,cas_hoos
cá hồi,cá_hồi,cas_hoofi
cá hồng,cá_hồng,cas_hoofng
cá hộp,cá_hộp,cas_hoojp
"cá kể đầu, rau kể mớ","cá_kể_đầu,_rau_kể_mớ","cas_keer_ddaafu,_rau_keer_mows"
"cá kể đầu, rau kể mớmớ","cá_kể_đầu,_rau_kể_mớmớ","cas_keer_ddaafu,_rau_keer_mowsmows"
"cá kể đầu, trầu kể mớ","cá_kể_đầu,_trầu_kể_mớ","cas_keer_ddaafu,_traafu_keer_mows"
cá kho,cá_kho,cas_kho
cá khô,cá_khô,cas_khoo
cá không ăn muối cá ươn,cá_không_ăn_muối_cá_ươn,cas_khoong_awn_muoosi_cas_uwown
cá kiếm,cá_kiếm,cas_kieesm
cá kim,cá_kim,cas_kim
cá kìm,cá_kìm,cas_kifm
cá kình,cá_kình,cas_kifnh
cá lạc,cá_lạc,cas_lajc
cá lành canh,cá_lành_canh,cas_lafnh_canh
cá lặn chim sa,cá_lặn_chim_sa,cas_lawjn_chim_sa
cá lăng,cá_lăng,cas_lawng
cá lầm,cá_lầm,cas_laafm
cá lẻ,cá_lẻ,cas_ler
cá leo,cá_leo,cas_leo
cá lẹp,cá_lẹp,cas_lejp
cá lịch,cá_lịch,cas_lijch
cá liệt,cá_liệt,cas_lieejt
cá lìm kìm,cá_lìm_kìm,cas_lifm_kifm
cá linh,cá_linh,cas_linh
cá lò tho,cá_lò_tho,cas_lof_tho
cá lóc,cá_lóc,cas_losc
cá lon,cá_lon,cas_lon
cá lòng tong,cá_lòng_tong,cas_lofng_tong
cá lồng,cá_lồng,cas_loofng
cá lờn bơn,cá_lờn_bơn,cas_lowfn_bown
cá lớn nuốt cá bé,cá_lớn_nuốt_cá_bé,cas_lowsn_nuoost_cas_bes
cá lù đù,cá_lù_đù,cas_luf_dduf
cá lúi,cá_lúi,cas_lusi
cá lứa chim đàn,cá_lứa_chim_đàn,cas_luwsa_chim_ddafn
cá lưỡi trâu,cá_lưỡi_trâu,cas_luwowxi_traau
cá lưỡng tiêm,cá_lưỡng_tiêm,cas_luwowxng_tieem
cá mại,cá_mại,cas_maji
cá mạnh về nước,cá_mạnh_về_nước,cas_majnh_veef_nuwowsc
cá mạnh về vây,cá_mạnh_về_vây,cas_majnh_veef_vaay
cá mạnh vì nước,cá_mạnh_vì_nước,cas_majnh_vif_nuwowsc
cá mắm,cá_mắm,cas_mawsm
cá măng,cá_măng,cas_mawng
cá mập,cá_mập,cas_maajp
cá mè,cá_mè,cas_mef
cá mè ao chua,cá_mè_ao_chua,cas_mef_ao_chua
cá mè đè cá chép,cá_mè_đè_cá_chép,cas_mef_ddef_cas_chesp
cá mè hoa,cá_mè_hoa,cas_mef_hoa
cá mè một lứa,cá_mè_một_lứa,cas_mef_moojt_luwsa
cá mè trắng,cá_mè_trắng,cas_mef_trawsng
cá mó,cá_mó,cas_mos
cá mòi,cá_mòi,cas_mofi
cá mối,cá_mối,cas_moosi
cá mù làn,cá_mù_làn,cas_muf_lafn
cá mú,cá_mú,cas_mus
cá mương,cá_mương,cas_muwowng
cá nàng hai,cá_nàng_hai,cas_nafng_hai
cá nàng tiên,cá_nàng_tiên,cas_nafng_tieen
cá nằm dưới dao,cá_nằm_dưới_dao,cas_nawfm_duwowsi_dao
cá nằm trên cạn,cá_nằm_trên_cạn,cas_nawfm_treen_cajn
cá nằm trên thớt,cá_nằm_trên_thớt,cas_nawfm_treen_thowst
cá nằm trốc thớt,cá_nằm_trốc_thớt,cas_nawfm_troosc_thowst
cá ngạnh,cá_ngạnh,cas_ngajnh
cá ngão,cá_ngão,cas_ngaxo
cá ngần,cá_ngần,cas_ngaafn
cá ngừ,cá_ngừ,cas_nguwf
cá ngựa,cá_ngựa,cas_nguwja
cá nhám,cá_nhám,cas_nhasm
cá nhâm,cá_nhâm,cas_nhaam
cá nhân,cá_nhân,cas_nhaan
cá nhân chủ nghĩa,cá_nhân_chủ_nghĩa,cas_nhaan_chur_nghixa
cá nheo,cá_nheo,cas_nheo
cá nhét,cá_nhét,cas_nhest
cá nhồng,cá_nhồng,cas_nhoofng
cá nhụ,cá_nhụ,cas_nhuj
cá no mồi cũng khó dử lên,cá_no_mồi_cũng_khó_dử_lên,cas_no_moofi_cuxng_khos_duwr_leen
cá nóc,cá_nóc,cas_nosc
cá nục,cá_nục,cas_nujc
cá nước,cá_nước,cas_nuwowsc
cá nước chim trời,cá_nước_chim_trời,cas_nuwowsc_chim_trowfi
cá nước duyên may,cá_nước_duyên_may,cas_nuwowsc_duyeen_may
cá nước duyên ưa,cá_nước_duyên_ưa,cas_nuwowsc_duyeen_uwa
cá nược,cá_nược,cas_nuwowjc
cá ông,cá_ông,cas_oong
cá ông lão,cá_ông_lão,cas_oong_laxo
cá ông voi,cá_ông_voi,cas_oong_voi
cá phèn,cá_phèn,cas_phefn
cá quả,cá_quả,cas_quar
cá rầu,cá_rầu,cas_raafu
cá rô,cá_rô,cas_roo
cá rô gion,cá_rô_gion,cas_roo_gion
cá rô phi,cá_rô_phi,cas_roo_phi
cá rô phi,cá_rô_phi,cas_roo_phi
cá rô thia,cá_rô_thia,cas_roo_thia
cá rô tía,cá_rô_tía,cas_roo_tisa
cá rựa,cá_rựa,cas_ruwja
cá săn sắt,cá_săn_sắt,cas_sawn_sawst
cá sặt,cá_sặt,cas_sawjt
cá sấu,cá_sấu,cas_saasu
cá song,cá_song,cas_song
cá sống về nước,cá_sống_về_nước,cas_soosng_veef_nuwowsc
cá sộp,cá_sộp,cas_soojp
cá sơn,cá_sơn,cas_sown
cá tầm,cá_tầm,cas_taafm
cá thát lát,cá_thát_lát,cas_thast_last
cá thần tiên,cá_thần_tiên,cas_thaafn_tieen
cá thèn,cá_thèn,cas_thefn
cá thể,cá_thể,cas_theer
cá thể hoá,cá_thể_hoá,cas_theer_hoas
cá thia,cá_thia,cas_thia
"cá thia quen chậu, chồn đèn quen hang","cá_thia_quen_chậu,_chồn_đèn_quen_hang","cas_thia_quen_chaaju,_choofn_ddefn_quen_hang"
cá thia thia,cá_thia_thia,cas_thia_thia
cá thiều,cá_thiều,cas_thieefu
cá thiểu,cá_thiểu,cas_thieeru
cá thoi loi,cá_thoi_loi,cas_thoi_loi
cá thối rắn xương,cá_thối_rắn_xương,cas_thoosi_rawsn_xuwowng
cá thờn bơn,cá_thờn_bơn,cas_thowfn_bown
cá thu,cá_thu,cas_thu
cá thủ,cá_thủ,cas_thur
cá tính,cá_tính,cas_tisnh
cá tính hoá,cá_tính_hoá,cas_tisnh_hoas
cá tính học,cá_tính_học,cas_tisnh_hojc
cá tói,cá_tói,cas_tosi
cá tra,cá_tra,cas_tra
cá trác,cá_trác,cas_trasc
cá trảnh,cá_trảnh,cas_trarnh
cá tràu,cá_tràu,cas_trafu
cá trắm,cá_trắm,cas_trawsm
cá trắm cỏ,cá_trắm_cỏ,cas_trawsm_cor
cá trắm đen,cá_trắm_đen,cas_trawsm_dden
cá trắm trắng,cá_trắm_trắng,cas_trawsm_trawsng
cá trê,cá_trê,cas_tree
cá trê lai,cá_trê_lai,cas_tree_lai
cá trê phi,cá_trê_phi,cas_tree_phi
cá trích,cá_trích,cas_trisch
cá trôi,cá_trôi,cas_trooi
cá trổng,cá_trổng,cas_troorng
cá tuyết,cá_tuyết,cas_tuyeest
cá úc,cá_úc,cas_usc
cá vàng,cá_vàng,cas_vafng
cá vàng bụng bọ,cá_vàng_bụng_bọ,cas_vafng_bujng_boj
cá vẹt,cá_vẹt,cas_vejt
cá vền,cá_vền,cas_veefn
cá voi,cá_voi,cas_voi
cá vụn,cá_vụn,cas_vujn
cá vược,cá_vược,cas_vuwowjc
cá vượt vũ-môn,cá_vượt_vũ-môn,cas_vuwowjt_vux-moon
cá vượt vũ môn,cá_vượt_vũ_môn,cas_vuwowjt_vux_moon
cá xác-đin,cá_xác-đin,cas_xasc-ddin
cạ,cạ,caj
cabin,cabin,cabin
các,các,casc
các bà,các_bà,casc_baf
các-bin,các-bin,casc-bin
các bin,các_bin,casc_bin
các-bo-nát,các-bo-nát,casc-bo-nast
các-bon,các-bon,casc-bon
các-bon-nát,các-bon-nát,casc-bon-nast
các-bon-ních,các-bon-ních,casc-bon-nisch
các-bua,các-bua,casc-bua
các-bua hi-đrô,các-bua_hi-đrô,casc-bua_hi-ddroo
các hạ,các_hạ,casc_haj
các ngài,các_ngài,casc_ngafi
các ông,các_ông,casc_oong
các sơn,các_sơn,casc_sown
các-táp,các-táp,casc-tasp
các tận sở năng,các_tận_sở_năng,casc_taajn_sowr_nawng
các-ten,các-ten,casc-ten
các-tông,các-tông,casc-toong
các tông,các_tông,casc_toong
các-tông chun,các-tông_chun,casc-toong_chun
các-tơ,các-tơ,casc-tow
các vàng chẳng lấy,các_vàng_chẳng_lấy,casc_vafng_chawrng_laasy
các-vi-dít,các-vi-dít,casc-vi-dist
các vị,các_vị,casc_vij
các-xtơ,các-xtơ,casc-xtow
cạc,cạc,cajc
cạc cạc,cạc_cạc,cajc_cajc
cacao,cacao,cacao
cacbin,cacbin,cacbin
cacbon,cacbon,cacbon
cacbonat,cacbonat,cacbonat
cacbua,cacbua,cacbua
cách,cách,casch
cách âm,cách_âm,casch_aam
cách bi,cách_bi,casch_bi
cách biệt,cách_biệt,casch_bieejt
cách bức,cách_bức,casch_buwsc
cách chức,cách_chức,casch_chuwsc
cách cú,cách_cú,casch_cus
cách diễn,cách_diễn,casch_dieexn
cách đều,cách_đều,casch_ddeefu
cách điện,cách_điện,casch_ddieejn
cách điệu,cách_điệu,casch_ddieeju
cách điệu hoá,cách_điệu_hoá,casch_ddieeju_hoas
cách đoạn,cách_đoạn,casch_ddoajn
cách li,cách_li,casch_li
cách linh,cách_linh,casch_linh
cách luật,cách_luật,casch_luaajt
cách ly,cách_ly,casch_ly
cách mạng,cách_mạng,casch_majng
cách mạng công nghiệp,cách_mạng_công_nghiệp,casch_majng_coong_nghieejp
cách mạng dân chủ tư sản,cách_mạng_dân_chủ_tư_sản,casch_majng_daan_chur_tuw_sarn
cách mạng dân tộc dân chủ,cách_mạng_dân_tộc_dân_chủ,casch_majng_daan_toojc_daan_chur
cách mạng giải phóng dân tộc,cách_mạng_giải_phóng_dân_tộc,casch_majng_giari_phosng_daan_toojc
cách mạng hoá,cách_mạng_hoá,casch_majng_hoas
cách mạng khoa học - kĩ thuật,cách_mạng_khoa_học_-_kĩ_thuật,casch_majng_khoa_hojc_-_kix_thuaajt
cách mạng kĩ thuật,cách_mạng_kĩ_thuật,casch_majng_kix_thuaajt
cách mạng quan hệ sản xuất,cách_mạng_quan_hệ_sản_xuất,casch_majng_quan_heej_sarn_xuaast
cách mạng tư sản,cách_mạng_tư_sản,casch_majng_tuw_sarn
cách mạng tư sản dân chủ,cách_mạng_tư_sản_dân_chủ,casch_majng_tuw_sarn_daan_chur
cách mạng tư tưởng và văn hoá,cách_mạng_tư_tưởng_và_văn_hoá,casch_majng_tuw_tuwowrng_vaf_vawn_hoas
cách mạng văn hoá,cách_mạng_văn_hoá,casch_majng_vawn_hoas
cách mạng vô sản,cách_mạng_vô_sản,casch_majng_voo_sarn
cách mạng xã hội chủ nghĩa,cách_mạng_xã_hội_chủ_nghĩa,casch_majng_xax_hooji_chur_nghixa
cách mạng xanh,cách_mạng_xanh,casch_majng_xanh
cách mặt khuất lời,cách_mặt_khuất_lời,casch_mawjt_khuaast_lowfi
